Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Wilson, PW; Heneghan, AF; Haymet, ADJ",,,,"Wilson, PW; Heneghan, AF; Haymet, ADJ",,,Ice nucleation in nature: supercooling point (SCP) measurements and the role of heterogeneous nucleation,CRYOBIOLOGY,,,,,,,,,,,,"In biological systems, nucleation of ice from a supercooled aqueous solution is a stochastic process and always heterogeneous. The average time any solution may remain supercooled is determined only by the degree of supercooling and heterogeneous nucleation sites it encounters. Here we summarize the many and varied definitions of the so-called supercooling point, also called the temperature of crystallization and the nucleation temperature, and exhibit the natural, inherent width associated with this quantity. We describe a new method for accurate determination of the supercooling point, which takes into account the inherent statistical fluctuations of the value. We show further that many measurements on a single unchanging sample are required to make a statistically valid measure of the supercooling point. This raises an interesting difference in circumstances where such repeat measurements are inconvenient, or impossible, for example for live organism experiments. We also discuss the effect of solutes on this temperature of nucleation. Existing data appear to show that various solute species decrease the nucleation temperature somewhat more than the equivalent melting point depression. For non-ionic solutes the species appears not to be a significant factor whereas for ions the species does affect the level of decrease of the nucleation temperature. (C) 2003 Elsevier Science (USA). All rights reserved.",,,,,"Wilson, Peter W.F./J-2455-2016; Wilson, Peter/AAT-6428-2020; Wilson, Peter W/E-9174-2010; FTSE, Tony Haymet PhD/A-9881-2009","Wilson, Peter/0000-0002-1535-6398; FTSE, Tony Haymet PhD/0000-0002-5617-2106",,,,,,,,,,,,,0011-2240,1090-2392,,,,FEB,2003,46,1,,,,,88,98,,10.1016/S0011-2240(02)00182-7,http://dx.doi.org/10.1016/S0011-2240(02)00182-7,,,,,,,,12623031,,,,,WOS:000181478100009,View Full Record in Web of Science
J,"Hoffmann, TG; Ronzoni, AF; Da Silva, DL; Bertoli, SL; De Souza, CK",,,,"Hoffmann, Tuany Gabriela; Ronzoni, Adriano Francisco; da Silva, Diogo Londero; Bertoli, Savio Leandro; de Souza, Carolina Krebs",,,Impact of household refrigeration parameters on postharvest quality of fresh food produce,JOURNAL OF FOOD ENGINEERING,,,,,,,,,,,,"The main phenomena involved in the food refrigeration process are heat and mass transfer. In this context, the aim of this study was to evaluate the influence of refrigeration system parameters on food quality during postharvest storage. Experiments were conducted where the mean air temperature, air temperature fluctuation, air velocity, thermal oscillation period and humidity ratio were controlled, to quantify the food mass transfer, cooling rates and sensorial acceptance. The food sample under evaluation was lettuce packed in perforated polyethylene bags. A standardized test (IEC 63169:2020) was performed under the same experimental conditions for comparison. Food cooling rate was influenced by air velocity and a gradual increase (0.1-1.1 degrees C) in food temperature was observed during storage. A temperature increase from 3.0 to 7.0 degrees C, raised the mass loss of the food by 8.8%, which was directly influenced by the driving force provided by the humidity. Higher temperature fluctuations led to negative results in the sensorial analysis, with less freshness and higher consumption rejection.",,,,,"de Souza, Carolina Krebs/AAM-4665-2020; Da Silva, Diogo L/I-9618-2016","de Souza, Carolina Krebs/0000-0003-1340-5085; Hoffmann, Tuany Gabriela/0000-0001-8216-5359",,,,,,,,,,,,,0260-8774,1873-5770,,,,OCT,2021,306,,,,,,,,110641,10.1016/j.jfoodeng.2021.110641,http://dx.doi.org/10.1016/j.jfoodeng.2021.110641,,APR 2021,,,,,,,,,,,WOS:000652524800015,View Full Record in Web of Science
J,"Yuan, SB; Yang, ZD; Liu, XQ; Wang, HZ",,,,"Yuan, Saibo; Yang, Zhendong; Liu, Xueqin; Wang, Hongzhu",,,Water level requirements of a Carex hygrophyte in Yangtze floodplain lakes,ECOLOGICAL ENGINEERING,,,,,,,,,,,,"Water level management is of great importance regarding conservation and rehabilitation of wetland plants. However, water level requirements (WLRs) of these plants are not well studied. In the present study, we conducted a systematic assessment of WLRs of Carex cinerascens regarding to each life history stage, based on field investigations and a series of simulation experiments in the Yangtze River floodplain. Results showed that C. cinerascens was well developed in lakes with intermittent water level fluctuations. Its rhizomes could not emerge underwater or in water-saturated conditions, and the optimum soil moisture for emergence was 15-30% with air temperature above 6 degrees C. Its growth was prohibited when the whole plant was inundated (i.e. inundation depth > plant height), and when rate of water level change exceeded 1.2 cm/d. Although summer inundation was not essential for C. cinerascens development, it was beneficial to the plant for excluding competitive species. The timing of habitat inundation was suggested to be after May when the plant matured. The timing of rhizome emergence in the second growing season was determined by when the habitat was exposed. With inclusion of temperature limits, the optimum timing of habitat exposure in autumn was October, and the duration of summer inundation was therefore 0-150 days. We finally combined WLRs of each life history stage and established an integrated WLRs model of C. cinerascens in Yangtze floodplain lakes. It is the first time that such a WLRs model was proposed for hygrophytes in lakes. Moreover, we presented a methodology for assessment of WLRs of hygrophytes which can be widely used in riverine lakes as well as other wetlands. Our results provide important implications for water level management regarding the conservation and rehabilitation of wetland plants.",,,,,"Liu, Xueqin/F-9565-2013",,,,,,,,,,,,,,0925-8574,1872-6992,,,,APR,2019,129,,,,,,29,37,,10.1016/j.ecoleng.2019.01.006,http://dx.doi.org/10.1016/j.ecoleng.2019.01.006,,,,,,,,,,,,,WOS:000458249600004,View Full Record in Web of Science
J,"Ohkochi, M; Koseki, S; Kunou, M; Sugiura, K; Tsubone, H",,,,"Ohkochi, Miho; Koseki, Shigenobu; Kunou, Masaaki; Sugiura, Katsuaki; Tsubone, Hirokazu",,,Growth Modeling of Listeria monocytogenes in Pasteurized Liquid Egg,JOURNAL OF FOOD PROTECTION,,,,,,,,,,,,"The growth kinetics of Listeria monocytogenes and natural flora in commercially produced pasteurized liquid egg was examined at 4.1 to 19.4 degrees C, and a growth simulation model that can estimate the range of the number of L. monocytogenes bacteria was developed. The experimental kinetic data were fitted to the Baranyi model, and growth parameters, such as maximum specific growth rate (mu(max)), maximum population density (N-max), and lag time (lambda), were estimated. As a result of estimating these parameters, we found that L. monocytogenes can grow without spoilage below 12.2 degrees C, and we then focused on storage temperatures below 12.2 degrees C in developing our secondary models. The temperature dependency of the mu(max) was described by Ratkowsky's square root model. The N-max of L. monocytogenes was modeled as a function of temperature, because the N-max of L. monocytogenes decreased as storage temperature increased. A tertiary model of L. monocytogenes was developed using the Baranyi model and mu(max) and N-max secondary models. The ranges of the numbers of L. monocytogenes bacteria were simulated using Monte Carlo simulations with an assumption that these parameters have variations that follow a normal distribution. Predictive simulations under both constant and fluctuating temperature conditions demonstrated a high accuracy, represented by root mean square errors of 0.44 and 0.34, respectively. The predicted ranges also seemed to show a reasonably good estimation, with 55.8 and 51.5% of observed values falling into the prediction range of the 25th to 75th percentile, respectively. These results suggest that the model developed here can be used to estimate the kinetics and range of L. monocytogenes growth in pasteurized liquid egg under refrigerated temperature.",,,,,"Koseki, Shige/J-8317-2012","Koseki, Shige/0000-0001-7046-5354",,,,,,,,,,,,,0362-028X,1944-9097,,,,SEP,2013,76,9,,,,,1549,1556,,10.4315/0362-028X.JFP-12-524,http://dx.doi.org/10.4315/0362-028X.JFP-12-524,,,,,,,,23992499,,,,,WOS:000326085500007,View Full Record in Web of Science
J,"Cheng, FH; Wu, YX; Gao, SS; Liao, CH; Cheng, Y",,,,"Cheng, Fanghui; Wu, Yuxin; Gao, Shasha; Liao, Chunhui; Cheng, Yong",,,Experimental study of thermal comfort in a field environment chamber with stratum ventilation system in winter,BUILDING AND ENVIRONMENT,,,,,,,,,,,,"Stratum ventilation has potentials to be used for winter heating. Both local and overall thermal perceptions are essential for ensuring indoor satisfactory thermal environments. This study aimed to comprehensively investigate the subjective perceptions in a field environment chamber heated by stratum ventilation. The chamber was configured as a two-row classroom. Eleven cases were conducted with supply air velocities of 0.8-1.4 m/s and supply air temperatures of 23-30 degrees C. With room air temperatures of approximately 20-24 degrees C, thirty-six subjects were recruited to evaluate the thermal environments. The questionnaires concerned overall thermal sensation and comfort (OTS and OTC), local thermal sensation and comfort (LTS and LTC), draft sensation, and humidity sensation. The results showed that the OTS conformed to Category C in ISO 7730. The overall discomfort was related to the OTS cooler than thermal neutrality. The LTSs of body segments fluctuated within the range of -0.7 - 0.7. Among the body segments, the head had the most significant influence on OTC, and followed by the feet. The percentage of dissatisfied due to discomfort of warm head and/or cold feet (PD) might exceed 10%, which was mainly resulted from the discomfort risk of cold feet. The relationship between PD and LTS of the feet indicated that with LTS of the feet higher than -0.5, the PD could be below 10%. With stratum ventilation for winter heating, the air movement was acceptable with draft rate less than 20%. However, the humidity environment remained to be improved by additional measures.",,,,,,"Cheng, Fanghui/0000-0001-6409-2045",,,,,,,,,,,,,0360-1323,1873-684X,,,,JAN,2022,207,,A,,,,,,108445,10.1016/j.buildenv.2021.108445,http://dx.doi.org/10.1016/j.buildenv.2021.108445,,OCT 2021,,,,,,,,,,,WOS:000711687300008,View Full Record in Web of Science
J,"McCue, MD; Santos, RD",,,,"McCue, Marshall D.; Santos, Roberto De Los",,,Upper Thermal Limits of Insects Are Not the Result of Insufficient Oxygen Delivery,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,,,,,,,,,,,,"Most natural environments experience fluctuating temperatures that acutely affect an organism's physiology and ultimately a species' biogeographic distribution. Here we examine whether oxygen delivery to tissues becomes limiting as body temperature increases and eventually causes death at upper lethal temperatures. Because of the limited direct, experimental evidence supporting this possibility in terrestrial arthropods, we explored the effect of ambient oxygen availability on the thermotolerance of insects representing six species (Acheta domesticus, Hippodamia convergens, Gromphadorhina portentosa, Pogonomyrmex occidentalis, Tenebrio molitor, and Zophobus morio), four taxonomic orders (Blattodea, Coleoptera, Hymenoptera, and Orthoptera), and multiple life stages (e.g., adults vs. larvae or nymphs). The survival curves of insects exposed to temperatures (45 degrees or 50 degrees C) under normoxic conditions (21% O-2) were compared with those measured under altered oxygen levels (0%, 10%, 35%, and 95% O-2). Kaplan-Meier log rank analyses followed by Holm-Sidak pairwise comparisons revealed that (1) anoxia sharply diminished survival times in all groups studied, (2) thermotolerance under moderate hyperoxia (35% O-2) or moderate hypoxia (10% O-2) was the same as or lower than that under normoxia, (3) half of the experimental treatments involving extreme hyperoxia (95% O-2) caused reduced thermotolerance, and (4) thermotolerance differed with developmental stage. Adult G. portentosa exhibited much higher thermotolerance than their first-instar nymphs, but responses from larval and adult Z. morio were equivocal. We conclude that some factor(s) separate from oxygen delivery is responsible for death of insects at upper lethal temperatures.",,,,,"McCue, Marshall/A-6227-2011","McCue, Marshall/0000-0003-1255-285X",,,,,,,,,,,,,1522-2152,1537-5293,,,,MAR-APR,2013,86,2,,,,,257,265,,10.1086/669932,http://dx.doi.org/10.1086/669932,,,,,,,,23434785,,,,,WOS:000315333600010,View Full Record in Web of Science
J,"Wang, M; Zinga, K; Zidovska, A; Grosberg, AY",,,,"Wang, Michael; Zinga, Ketsia; Zidovska, Alexandra; Grosberg, Alexander Y.",,,Tethered tracer in a mixture of hot and cold Brownian particles: can activity pacify fluctuations?,SOFT MATTER,,,,,,,,,,,,"We study how an interacting mixture of components with differing levels of activity can affect the fluctuations of an embedded object such as a tracer. In particular, we consider a simple model of a tracer that is harmonically bound within a mixture of hot and cold Brownian particles, which, like a mixture of active and passive particles, can phase separate. By measuring the fluctuations of the tracer, we find that this collective behavior gives rise to an effective temperature for the tracer. Additionally, we find that there is an increased tendency for cold particles to accumulate on the surface of the tracer due to the hot particles, potentially dampening its fluctuations and decreasing its effective temperature. These results suggest that the phase separation of a mixture of hot/cold or active/passive particles may have strong effects on the fluctuations of an embedded object. We discuss potential implications of these results for experiments on fluctuations of nuclear envelope affected by the activity in the chromatin.",,,,,"; Grosberg, Alexander/O-2122-2015","Zinga, Ketsia/0000-0001-8877-3830; Zidovska, Alexandra/0000-0002-4619-4424; Grosberg, Alexander/0000-0002-4230-8690",,,,,,,,,,,,,1744-683X,1744-6848,,,,OCT 27,2021,17,41,,,,,9528,9539,,10.1039/d1sm01163d,http://dx.doi.org/10.1039/d1sm01163d,,OCT 2021,,,,,,34617946,,,,,WOS:000704423800001,View Full Record in Web of Science
J,"Das, KS; Singh, JK; Singh, G; Malik, R; Oberoi, PS",,,,"Das, Kalyan Sundar; Singh, Jitendra Kumar; Singh, Ghansham; Malik, Raman; Oberoi, Parminder Singh",,,"Heat stress amelioration measures in lactating Nili-Ravi buffaloes: Effect on body weight changes, dry matter intake, milk production and economics",INDIAN JOURNAL OF ANIMAL RESEARCH,,,,,,,,,,,,"The aim of the present study was to fmd out the effect of heat stress amelioration on body weight changes, dry matter intake, milk yield and economics in lactating Nili-Ravi buffaloes during hot-dry (HD; April to Mid June) and hot-humid (HH; Mid June to August) seasons under tropical climate. Forty two Nili-Ravi lactating buffaloes were uniformly divided into two groups of twenty one in each considering their lactation number, stage of lactation, body weight, dam's milk yield and milk yield in current lactation. The control (T-0) group buffaloes were kept in separate shed without any nutrient supplementation and modification in microclimate and management. The treatment (T-1) group was supplemented with niacin, yeast, edible oil in feed and provided curtains and mist fans in the shed, and altered feeding time, frequency and type of ration. The overall mean body weights in control and treatment group buffaloes were noted to be 517.4 kg and 523.4 kg, respectively. Under HD and HH seasons, mean body weights at different fortnights in treatment group buffaloes were 515.6 kg and 531.1 kg, respectively. In control group, the respective values were 512 kg and 522.7 kg. Although the body weights were higher in treatment than control group, there were no statistically significant differences between two experimental groups. The overall mean daily total dry matter intake (TDMI), dry matter intake through concentrate (CDMI), dry matter intake through dry fodder (DFDMI) and dry matter intake through green fodder (GFDMI) were noted to be 13.04, 4.21,1.02, 7.92, 14.13, 4.24, 1.17 and 8.65 kg in control and treatment group buffaloes, respectively. Under both seasons, treatment group buffaloes consumed more dry matter than control group throughout the experimental period. The values were also differed significantly (ranged from P<0.05 to P<0.0001) between two groups. The overall mean values of fortnightly total milk production were 103.2 kg in control group and 121.5 kg in treatment group. Throughout the period, treatment group buffaloes produced more milk than control. Milk production was also significantly (P<0.0001) differed between control and treatment groups under two seasons. The daily average additional input cost per buffalo was maximum (sic)22/- and additional income per buffalo was minimum 35/-. Therefore, the net profit was around 13/- per buffalo per day. The input: output ratio was calculated to be 1:1.59. It can be concluded that the use of such types of housing, nutritional and management interventions in the form of one package not only helps to maintain body weight but also increases dry matter intake and favours economic milk production in lactating buffaloes through reducing heat stress during hot-dry and hot-humid seasons in tropical climate.",,,,,,,,,,,,,,,,,,,0367-6722,,,,,APR,2016,50,2,,,,,242,249,,10.18805/ijar.8414,http://dx.doi.org/10.18805/ijar.8414,,,,,,,,,,,,,WOS:000389291200023,View Full Record in Web of Science
J,"Banahene, N; Salem, SK; Faske, TM; Byrne, HM; Glackin, M; Agosta, SJ; Eckert, AJ; Grayson, KL; Thompson, LM",,,,"Banahene, Nana; Salem, Salem K.; Faske, Trevor M.; Byrne, Hannah M.; Glackin, Madison; Agosta, Salvatore J.; Eckert, Andrew J.; Grayson, Kristine L.; Thompson, Lily M.",,,Thermal Sensitivity of Gypsy Moth (Lepidoptera: Erebidae) During Larval and Pupal Development,ENVIRONMENTAL ENTOMOLOGY,,,,,,,,,,,,"As global temperatures rise, thermal limits play an increasingly important role in determining the persistence and spread of invasive species. Gypsy moth (Lymantria dispar L. Lepidoptera: Erebidae) in North America provides an ideal system for studying the effect of high temperatures on invasive species performance. Here, we used fluctuating temperature regimes and exposed gypsy moth at specific points in development (first-fourth instar, pupa) to cycles of favorable (22-28 degrees C) or high-temperature treatments (30-36 degrees C, 32-38 degrees C, 34-40 degrees C) for either 2 or 7 d. We measured survival, growth, and prolonged effects of exposure on development time and pupal mass. Survival generally decreased as the experimental temperature treatment and duration of exposure increased for all instars and pupae, with a narrow threshold for lethal effects. In response to increasing temperature and magnified by longer exposure times, growth abruptly declined for third instars and development time increased for pupae. For those surviving the 2-d exposure treatment, development time to pupation increased for all instars, but we did not find consistent effects on final pupal mass. These negative effects of high temperature provide important data on the susceptibility of gypsy moth to heat at different points in development. This work improves our understanding of thermal limits to growth and development in gypsy moth and can aid in determining invasion potential under current and future climates.",,,,,"Faske, Trevor M/AAX-8582-2021","Thompson, Lily/0000-0002-3821-0324; Grayson, Kristine/0000-0003-1710-0457",,,,,,,,,,,,,0046-225X,1938-2936,,,,DEC,2018,47,6,,,,,1623,1631,,10.1093/ee/nvy149,http://dx.doi.org/10.1093/ee/nvy149,,,,,,,,30272116,,,,,WOS:000456614100035,View Full Record in Web of Science
J,"Melchers, B; Knapp, EW; Parak, F; Cordone, L; Cupane, A; Leone, M",,,,"Melchers, B; Knapp, EW; Parak, F; Cordone, L; Cupane, A; Leone, M",,,"Structural fluctuations of myoglobin from normal-modes, Mossbauer, Raman, and absorption spectroscopy",BIOPHYSICAL JOURNAL,,,,,,,,,,,,"A normal-mode analysis of carbon monoxymyoglobin (MbCO) and deoxymyoglobin (Mb) with 170 water molecules is performed for Fe-54 and Fe-57. A projection is defined that extracts iron out-of-plane vibrational modes and is used to calculate spectra that can be compared with those from resonance Raman scattering. The calculated spectra and the isotopic shift Fe-57 versus Fe-54 agree with the experimental data, At low temperatures the average mean square fluctuations (MSFs) of the protein backbone atoms agree with molecular dynamics simulation, Below 180 K the MSFs of the heme iron agree with the data from Mossbauer spectroscopy. The MSFs of the iron atom relative to the heme are an order of magnitude smaller than the total MSFs of the iron atom. They agree with the data from optical absorption spectroscopy. Thus the MSFs of the iron atom as measured by Mossbauer spectroscopy can be used to probe the overall motion of the heme within the protein matrix, whereas the Gaussian thermal line broadening of the Soret band and the resonance Raman bands can be used to detect local intramolecular iron-porphyrin motions.",,,,,"Leone, Maurizio/F-2353-2010; Knapp, Ernst-Walter/AAH-6720-2021; Knapp, Ernst-Walter/E-4493-2010","Leone, Maurizio/0000-0002-0292-7657; Knapp, Ernst-Walter/0000-0002-2858-0460; Knapp, Ernst-Walter/0000-0002-2858-0460",,,,,,,,,,,,,0006-3495,,,,,MAY,1996,70,5,,,,,2092,2099,,10.1016/S0006-3495(96)79775-8,http://dx.doi.org/10.1016/S0006-3495(96)79775-8,,,,,,,,9172733,,,,,WOS:A1996UH72500005,View Full Record in Web of Science
J,"PAGANO, M; SAINTJEAN, L",,,,"PAGANO, M; SAINTJEAN, L",,,"IN-SITU METABOLIC BUDGET FOR THE CALANOID COPEPOD ACARTIA-CLAUSI IN A TROPICAL BRACKISH-WATER LAGOON (EBRIE LAGOON, IVORY-COAST)",HYDROBIOLOGIA,,,,,,,,,,,,"Simultaneous measurements of respiration, excretion and production rates were carried out several times over a year period at five representative stations of the Ebrie Lagoon, Assuming a constant assimilation efficiency rate of 69.4%, we derived metabolic budgets for carbon, nitrogen and phosphorus. Daily specific ingestion rates calculated were rather generally high, and ranged between 54 and 159% of body carbon, between 26 and 102% of body nitrogen and between 108 and 307% of body phosphorus. Regional and seasonal variations depended mainly upon variations in trophic conditions. Curvilinear relationships between ingestion production, or net production efficiency K2, and food concentration (as chlorophyll-a + phaeopigments) showed that food could have been a limiting factor. Furthermore, K2 were low when compared with data from the literature (mean of 21% in carbon, 39% in nitrogen and 11% in phosphorus). Complementary laboratory experiments carried out on adults fed with enriched natural particles or algal cultures (Tetraselmis sp. or Dunaliella sp.) showed similar production (egg-production) vs food concentration curvilinear relationships as in the field. However, considerably higher maximal ingestion and production rates were obtained for animals fed algal cultures suggesting that optima for food acquisition and transformation were not reached in field conditions. Consequently, A. clausi, which represents more than 50% of the zooplankton biomass, appears to be rather inefficient in transforming the abundant particulate organic matter produced in the lagoon. This results from its high level of metabolic expenditure through respiration or excretion (about 50% of ingestion in terms of carbon) and from the small size and poor trophic value of food particles (high percentage of detritus).",,,,,,,,,,,,,,,,,,,0018-8158,,,,,JAN 7,1994,272,1-3,,,,,147,161,,10.1007/BF00006518,http://dx.doi.org/10.1007/BF00006518,,,,,,,,,,,,,WOS:A1994MV62000012,View Full Record in Web of Science
J,"Newnham, DA; Rodger, CJ; Marsh, DR; Hervig, ME; Clilverd, MA",,,,"Newnham, D. A.; Rodger, C. J.; Marsh, D. R.; Hervig, M. E.; Clilverd, M. A.",,,Spatial Distributions of Nitric Oxide in the Antarctic Wintertime Middle Atmosphere During Geomagnetic Storms,JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,,,,,,,,,,,,"Energetic electron precipitation leads to increased nitric oxide (NO) production in the mesosphere and lower thermosphere. NO distributions in the wintertime, high-latitude Southern Hemisphere atmosphere during geomagnetic storms are investigated. NO partial columns in the upper mesosphere at altitudes 70-90 km and in the lower thermosphere at 90-110 km have been derived from observations made by the Solar Occultation For Ice Experiment (SOFIE) on board the Aeronomy of Ice in the Mesosphere (AIM) satellite. The SOFIE NO measurements during 17 geomagnetic storms in 2008-2014 have been binned into selected geomagnetic latitude and geographic latitude/longitude ranges. The regions above Antarctica showing the largest instantaneous NO increases coincide with high fluxes of 30-300 keV precipitating electrons from measurements by the second-generation Space Environment Monitor (SEM-2) Medium Energy Proton and Electron Detector (MEPED) instrument on the Polar-orbiting Operational Environmental Satellites (POES). Significant NO increases over the Antarctic Peninsula are likely due to precipitation of >30 keV electrons from the radiation belt slot region. NO transport is estimated using Horizontal Wind Model (HWM14) calculations. In the upper mesosphere strong eastward winds (daily mean zonal wind speed similar to 20-30 m s(-1) at 80 km) during winter transport NO-enriched air away from source regions 1-3 days following the storms. Mesospheric winds also introduce NO-poor air into the source regions, quenching initial NO increases. Higher up, in the lower thermosphere, weaker eastward winds (similar to 5-10 m s(-1) at 100 km) are less effective at redistributing NO zonally.",,,,,"Rodger, Craig J/A-1501-2011; Marsh, Daniel/A-8406-2008","Rodger, Craig J/0000-0002-6770-2707; Marsh, Daniel/0000-0001-6699-494X; Newnham, David/0000-0001-8422-1289",,,,,,,,,,,,,2169-9380,2169-9402,,,,JUL,2020,125,7,,,,,,,e2020JA027846,10.1029/2020JA027846,http://dx.doi.org/10.1029/2020JA027846,,,,,,,,,,,,,WOS:000556880400023,View Full Record in Web of Science
J,"Chiu, MC; Chen, CL; Chen, CW; Lin, HJ",,,,"Chiu, Ming-Chih; Chen, Chi-Ling; Chen, Chun-Wei; Lin, Hsing-Juh",,,Weather fluctuation can override the effects of integrated nutrient management on fungal disease incidence in the rice fields in Taiwan,SCIENTIFIC REPORTS,,,,,,,,,,,,"Both weather fluctuation and farming system influence the epidemiology of crop diseases. However, short-term experiments are difficult to mechanistically extrapolate into long-term ecological responses. Using a mechanistic model with Bayesian inference, long-term data spanning 10 years were used to construct relationships among weather fluctuation (temperature, relative humidity, wind, and rainfall), farming system (conventional and low-external-input farming), and crop disease in experimental rice fields in Taiwan. Conventional and low-external-input farming had similar influences on the disease incidence of rice blast. Temperature had a positive influence on the disease incidence only under high relative humidity. Rainfall positively affected the disease incidence until an optimum level of rainfall. Low-external-input farming, with a lower application of fertilizers and other sustainable nutrient management, achieved similar effects on the disease incidence to those achieved by conventional farming. This suggests that weather fluctuation may override the effect of the farming systems on fungal disease incidence in rice fields.",,,,,,,,,,,,,,,,,,,2045-2322,,,,,MAR 11,2022,12,1,,,,,,,4273,10.1038/s41598-022-08139-7,http://dx.doi.org/10.1038/s41598-022-08139-7,,,,,,,,35277560,,,,,WOS:000767887100035,View Full Record in Web of Science
J,"Bag, N; Moulick, S; Mal, BC",,,,"Bag, Narayan; Moulick, Sanjib; Mal, Bimal Chandra",,,"Effect of stocking density on water and soil quality, growth, production and profitability of farming Indian major carps",INDIAN JOURNAL OF FISHERIES,,,,,,,,,,,,"Indian major carps (IMCs), catla (Catla catla); rohu (Labeo rohita) and mrigal (Cirrhinus mrigala) were cultured at stocking densities of 20000 (T1), 35000 (T2) and 50000 (T3) fingerlings ha(-1) for a period of 300 days in nine numbers of polythene lined ponds having an average water area of 150 m(2). Stocking ratio of catla, rohu and mrigal were 4:3:3. Fishes were fed 35% protein diet twice daily. Water pH was maintained within the ideal range (6-9) by intermittent liming. Significantly lower (p<0.05) levels of dissolved oxygen and higher values of total ammonia-nitrogen were recorded at higher stocking densities compared to lower ones. Significantly higher (p<0.05) specific growth rate (SGR) and lower feed conversion ratio (FCR) were recorded in T1 compared to T2 and T3. However, maximum production was recorded in T3 followed by T2 and T1. Highest values of investment as well as income were recorded in T3 followed by T2 and T1. However, the maximum net return was obtained in T1 (sic140147 +/- 7048) followed by T3 (sic133694 +/- 7931) and T2 (sic101944 +/- 4857). Further, significantly higher (p<0.05) profitability (PI) was recorded in T1 (85.51%) compared to T2 (45.03%) and T3 (45.04%). The results clearly showed that profitability of the culture system could not be increased only by increasing stocking densities.",,,,,"Moulick, Sanjib/AAT-9539-2020; Moulick, Sanjib/AAX-9106-2021; Moulick, Sanjib/L-2550-2016","Moulick, Sanjib/0000-0001-7192-3433; ",,,,,,,,,,,,,0970-6011,,,,,,2016,63,3,,,,,39,49,,10.21077/ijf.2016.63.3.31448-05,http://dx.doi.org/10.21077/ijf.2016.63.3.31448-05,,,,,,,,,,,,,WOS:000385008900005,View Full Record in Web of Science
J,"Sethi, VP; Sharma, SK",,,,"Sethi, V. P.; Sharma, S. K.",,,Experimental and economic study of a greenhouse thermal control system using aquifer water,ENERGY CONVERSION AND MANAGEMENT,,,,,,,,,,,,"Underground aquifer water is used for thermal control (heating as well as cooling) of a greenhouse in which chilli and capsicum are grown. Year round performance of the designed system is experimentally evaluated and presented. The designed system utilizes the constant temperature aquifer water available on the ground surface at around 24 degrees C (year round) in the agricultural field through deep tube-well used for irrigation purposes for heating a greenhouse in winter nights and cooling in summer days. Experimental performance of the designed system is tested during a full winter as well as for summer conditions. To enhance the efficiency of the system and to improve relative humidity during extreme summer conditions, a simple evaporative cooling process is also added within the same designed system. The experimental results show that the average greenhouse room air temperature is maintained 7-9 degrees C above ambient during winter nights and 6-7 degrees C below ambient in summer days besides decreasing the daily temperature fluctuations inside the greenhouse. Improvement in the average relative humidity during extreme summer conditions is also observed. Technoeconomic analysis of the greenhouse integrated to the designed aquifer coupled cavity flow heat exchanger system (ACCFHES) is also conducted based on the yield of capsicum and chilli crops and compared with those of the greenhouse without any thermal control system and the open field condition yields. An economic comparison of the ACCFHES has also been made with other existing thermal control technologies such as the earth air heat exchanger system, ground air collector, evaporative cooling using foggers and a fan and pad system. (c) 2006 Elsevier Ltd. All rights reserved.",,,,,,"sethi, veerparkash/0000-0003-1663-5580",,,,,,,,,,,,,0196-8904,1879-2227,,,,JAN,2007,48,1,,,,,306,319,,10.1016/j.enconman.2006.04.003,http://dx.doi.org/10.1016/j.enconman.2006.04.003,,,,,,,,,,,,,WOS:000242103800037,View Full Record in Web of Science
