Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Mancinelli, R; Marinari, S; Brunetti, P; Radicetti, E; Campiglia, E",,,,"Mancinelli, Roberto; Marinari, Sara; Brunetti, Paola; Radicetti, Emanuele; Campiglia, Enio",,,"Organic mulching, irrigation and fertilization affect soil CO2 emission and C storage in tomato crop in the Mediterranean environment",SOIL & TILLAGE RESEARCH,,,,,,,,,,,,"Carbon stock and CO2 emissions in agricultural systems are highly affected by the management of applied practices in arable farms, such as fertilizer use, irrigation, soil tillage, cover crop management, etc. This study evaluated the effects of various organic mulches, nitrogen fertilization and irrigation levels on soil CO2 emissions, soil carbon sequestration and processing tomato production in the Mediterranean environment. The field experiment was carried out with five main treatments, three cover crops of hairy vetch (HV), lacy phacelia (LF) and white mustard (WM) transplanted in autumn and cut in May to be used as mulches, plus barley straw mulch (BS) and conventional (C) (bare soil). After tomato transplanting, the main plots were split into two nitrogen fertilization treatments (0 and 100 kg N ha(-1)) and the sub-plots were then split again into three irrigation levels (irrigation water 100%, 75%, 50% of evapotranspiration). In all treatments, a general effect was observed in the temporal fluctuations of soil CO2 emissions throughout the observation period which were significantly influenced by soil temperature and water content. The temporal fluctuations of the soil CO2 emissions were attributed to climatic conditions and the peaks achieved optimal conditions of soil temperature and water content for soil respiration. A larger amount of TOC was observed in the mulching treatments than in the control after tomato harvesting (on average 1.44% vs 1.33%, respectively and on average 1.43% in HV trastment), probably due to the residual biomass of the cover crops and a greater growth of the tomato. Although the soil carbon output as cumulated CO2 emissions did not show statistically significant differences between the treatments, the soil carbon balance enabled us to estimate the highest net carbon contribution to the soil in HV determined by inputs and input/output ratio. However, except for the BS in 2013, the input/output ratios were >1 in all mulch treatments. In the Mediterranean environment, agronomical practices, such as the use of hairy vetch mulch on notilled soil, a slight reduction of irrigation water (-25%) and a rationalized use of N fertilizer potentially could shift the C balance in favor of soil C accumulation. (C) 2015 Elsevier B.V. All rights reserved.",,,,,"Mancinelli, R./K-6427-2014; Farmaha, Bhupinder/ABH-1387-2020; Radicetti, Emanuele/O-4326-2019","Mancinelli, R./0000-0002-8396-6307; Radicetti, Emanuele/0000-0001-8654-3177; CAMPIGLIA, Enio/0000-0002-5307-4543; Brunetti, Paola/0000-0003-0428-7857; Marinari, Sara/0000-0003-0187-8264",,,,,,,,,,,,,0167-1987,1879-3444,,,,SEP,2015,152,,,,,,39,51,,10.1016/j.still.2015.04.001,http://dx.doi.org/10.1016/j.still.2015.04.001,,,,,,,,,,,,,WOS:000356981400005,View Full Record in Web of Science
C,"Ruiz-Sanchez, MC; Torrecillas, A; Nicolas, E; Ortuno, MF; Abrisqueta, JM; Alarcon, JJ; Domingo, R; Perez-Pastor, A",,"Snyder, RL",,"Ruiz-Sanchez, MC; Torrecillas, A; Nicolas, E; Ortuno, MF; Abrisqueta, JM; Alarcon, JJ; Domingo, R; Perez-Pastor, A",,,"Sap flow, trunk diameter and plant-water relations parameters as stress indicators of apricot trees",PROCEEDINGS OF THE IVTH INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS,Acta Horticulturae,,,,4th International Symposium on Irrigation of Horticultural Crops,"SEP 01-06, 2003","Davis, CA",,,,,"The aim of this paper was to study continuous and discrete parameters of plant-water relations in mature apricot trees, in order to analyse the physiological basis of these plant-based sensors as well to determine the most sensitive indicator of plant water deficits. The experiment was performed during 1998-2001 in twelve-year-old apricot trees (Prunus armeniaca L., cv. Bulida), growing under field conditions in Murcia, Spain (semi-arid climate, with 1500 mm average annual evaporation and 350 mm rainfall) in a clay loam texture soil (128 mm m(-1) available soil water content and 1.45 Mg m(-3) bulk density). Trees were submitted to two drip irrigated treatments: a control treatment irrigated at 100% of seasonal ETc and a water deficit treatment (WD) irrigated at 50% of the control treatment. The diurnal courses of leaf water potentials, leaf conductance, net photosynthesis, leaf temperature, sap flow and trunk diameter fluctuations were studied throughout one growing season. The deficit treatment showed stomatal regulation as an adaptive mechanisms to drought, which allows plants to regulate water loss more effectively. Leaf temperature values were higher in WD than in the control treatment, and acted as a good stress indicator. Net photosynthesis showed a good correlation with leaf conductance values. In deficit irrigation conditions, osmotic adjustment was not observed. Both leaf water potential and gas exchange parameters were well correlated with evaporative demand of the atmosphere. Trunk diameters oscillate over a 24-h cycle, reaching a maximum value just before sunrise and a minimum sometime in the afternoon. The difference between maximum and minimum values is termed maximum daily shrinkage (MDS). This parameter increased in WD plants during the first period of the growing season, however, when the water stress was accumulated (in the last period of the growing season), MDS shown an important decrease in the water stressed plants respect to the irrigated ones. The sap flow values were lower in the deficit than in the control treatment throughout the growing season, although the greatest differences were observed in spring. Trunk diameter and sap flow showed moderately good correlations with the mean daily ETo in adult apricot trees grown under non-limiting soil water conditions.",,,,,"Torrecillas, Arturo/G-5124-2011; Ortuño, Maria Fernanda/G-9697-2011; Ruiz-Sánchez, M. Carmen/A-5631-2012; DOMINGO, RAFAEL/F-7133-2016; Pastor, Alejandro Pérez/F-6542-2016; Nicolas, Emilio/G-3785-2011","Torrecillas, Arturo/0000-0003-3032-3006; Ortuño, Maria Fernanda/0000-0002-7282-9470; Ruiz-Sánchez, M. Carmen/0000-0002-6391-3435; DOMINGO, RAFAEL/0000-0001-6432-2322; Pastor, Alejandro Pérez/0000-0001-8769-855X; Nicolas, Emilio/0000-0002-6964-6892; ALARCON, JUAN JOSE/0000-0001-8494-513X",,,,,,,,,,,,,0567-7572,2406-6168,90-6605-366-6,,,,2004,,664,,,,,575,582,,10.17660/ActaHortic.2004.664.72,http://dx.doi.org/10.17660/ActaHortic.2004.664.72,,,,,,,,,,,,,WOS:000227680000072,View Full Record in Web of Science
J,"Riveros-Iregui, DA; McGlynn, BL; Emanuel, RE; Epstein, HE",,,,"Riveros-Iregui, Diego A.; McGlynn, Brian L.; Emanuel, Ryan E.; Epstein, Howard E.",,,Complex terrain leads to bidirectional responses of soil respiration to inter-annual water availability,GLOBAL CHANGE BIOLOGY,,,,,,,,,,,,"Research on the terrestrial C balance focuses largely on measuring and predicting responses of ecosystem-scale production and respiration to changing temperatures and hydrologic regimes. However, landscape morphology can modify the availability of resources from year to year by imposing physical gradients that redistribute soil water and other biophysical variables within ecosystems. This article demonstrates that the well-established biophysical relationship between soil respiration and soil moisture interacts with topographic structure to create bidirectional (i.e., opposite) responses of soil respiration to inter-annual soil water availability within the landscape. Based on soil respiration measurements taken at a subalpine forest in central Montana, we found that locations with high drainage areas (i.e., lowlands and wet areas of the forest) had higher cumulative soil respiration in dry years, whereas locations with low drainage areas (i.e., uplands and dry areas of the forest) had higher cumulative soil respiration in wet years. Our results indicate that for 80.9% of the forest soil respiration is likely to increase during wet years, whereas for 19.1% of the forest soil respiration is likely to decrease under the same hydrologic conditions. This emergent, bidirectional behavior is generated from the interaction of three relatively simple elements (parabolic soil biophysics, the relative distribution of landscape positions, and inter-annual climate variability), indicating that terrain complexity is an important mediator of the landscape-scale soil C response to climate. These results highlight that evaluating and predicting ecosystem-scale soil C response to climate fluctuation requires detailed characterization of biophysical-topographic interactions in addition to biophysical-climate interactions.",,,,,"Emanuel, Ryan E/C-3796-2012; McGlynn, Brian/A-2509-2008","Emanuel, Ryan E/0000-0002-2166-1698; McGlynn, Brian/0000-0001-5266-4894",,,,,,,,,,,,,1354-1013,1365-2486,,,,FEB,2012,18,2,,,,,749,756,,10.1111/j.1365-2486.2011.02556.x,http://dx.doi.org/10.1111/j.1365-2486.2011.02556.x,,,,,,,,,,,,,WOS:000299042500029,View Full Record in Web of Science
J,"Burnaford, JL",,,,"Burnaford, JL",,,Habitat modification and refuge from sublethal stress drive a marine plant-herbivore association,ECOLOGY,,,,,,,,,,,,"Canopy-forming plants and algae, in addition to their role as food, can positively affect higher trophic levels by providing protection from predation or stressful abiotic conditions. In the low rocky intertidal zone of the Pacific Northwest, the chiton Katharina tunicata is closely associated with the canopy-forming alga Hedophyllum sessile. In a 27-month field experiment, I used experimental devices to mimic characteristics of the Hedophyllum canopy and monitored the abundance and physiology of Katharina to determine the mechanism behind this association. The data show that this association is due to selection of shaded microhabitats by Katharina, and that neither predation nor Hedophyllum per se influenced the distribution of the chiton. Exclusion of visual predators had no effect on chiton abundance, and tests of the effects of shade independent of Hedophyllum presence indicated that the shade produced by the alga was critical to the chiton. Seasonal fluctuations in levels of 70 kDa 0.16 X 10(-19) g) heat shock proteins (Hsp70), indicate that Katharina experience sublethal physiological stress during the spring and summer. The corresponding use of shaded areas during spring and summer low tides suggests that the chiton's distribution is limited during these seasons by the availability of refugia from sublethal abiotic stresses. Subtle variations in environmental conditions are also important to this association; the strength of the positive interaction varied annually, becoming more positive in warm summers (1998 and 2000) and neutral in a cooler summer (1999). On a finer scale, physiological measurements indicate that the response of chitons to summertime temperatures depends on both absolute temperature change and the animal's recent thermal history. In particular, the seasonal onset of daytime low tides in the spring is associated with increased Hsp70 levels, indicating that this is a significant physiological event for Katharina. The importance of facultative positive interactions that allow consumers to escape from sublethal abiotic stresses will likely be variable in time but can have large impacts on communities both by affecting the small-scale distribution of consumers over the short term and potentially by affecting the persistence of organisms over the long term.",,,,,,,,,,,,,,,,,,,0012-9658,,,,,OCT,2004,85,10,,,,,2837,2849,,10.1890/03-0113,http://dx.doi.org/10.1890/03-0113,,,,,,,,,,,,,WOS:000224844700023,View Full Record in Web of Science
J,"Zhou, XB; Zhang, YM",,,,"Zhou, Xiaobing; Zhang, Yuanming",,,"Season and Nitrogen Effects on Activities of Three Hydrolytic Enzymes in Soils of the Gurbantunggut Desert, Northwest China",COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,,,,,,,,,,,,"The activities of three extracellular hydrolytic enzymes, soil invertase, urease, and alkaline phosphatase (AlP), were measured across seasons and with the experimental addition of nitrogen (N) in the soil of the Gurbantunggut Desert, Northwest China. Seasonal fluctuations in hydrolytic enzyme activities were not correlated with seasonal variations in soil temperature, water content, pH, conductance, and organic carbon. Invertase and AlP activities increased with low rates of N addition, peaked at a N addition rate of 3.0 g N m(-2) y(-1), and then decreased at higher N addition rates. Urease activity decreased with increasing N addition. Higher organic matter content in the upper depths of soil resulted in higher hydrolytic enzyme activity at depths of 0-5 cm in soil samples and hydrolytic enzyme activity at that depth was more sensitive to N addition and seasonal environmental factors than that at depths of 5-10 cm in soil samples.",,,,,,"Zhang, Yuanming/0000-0003-1370-4181",,,,,,,,,,,,,0010-3624,1532-2416,,,,,2014,45,12,,,,,1699,1713,,10.1080/00103624.2014.907916,http://dx.doi.org/10.1080/00103624.2014.907916,,,,,,,,,,,,,WOS:000337925100009,View Full Record in Web of Science
J,"Adamkowski, A; Lewandowski, M",,,,"Adamkowski, Adam; Lewandowski, Mariusz",,,A New Method for Numerical Prediction of Liquid Column Separation Accompanying Hydraulic Transients in Pipelines,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,,,,,5th Joint ASME/JSME Fluids Engineering Summer Conference,"JUL 30-AUG 02, 2007","San Diego, CA","Amer Soc Mech Engineers, Fluids Engn Div,Japanese Soc Mech Engn",,,,"This paper presents a new method for calculating pressure fluctuations in pipelines during a water hammer with liquid column separation. The method is based on the discrete-vapor-cavity model (DVCM). Such kind of models assumes that vaporous cavities are formed in each computational section of the pipeline whenever the pressure drops to the vapor pressure at a given temperature. The proposed new model (new DVCM) brings a significant improvement in the reliability of predictions compared with existing DVCMs. The calculation method based on it eliminates some disadvantages of basic methods used in practice, as shown by comparisons between calculations made for simple hydraulic system under theoretical frictionless conditions using various DVCMs. Additionally, the authors present preliminary verification of the proposed model based on experimental results. The positive results of this verification, and the advantages of the new DVCM, could lead to incorporating them into commercial codes.",,,,,,,,,,,,,,,,,,,0098-2202,,,,,JUL,2009,131,7,,,,,,,71302,10.1115/1.3153365,http://dx.doi.org/10.1115/1.3153365,,,,,,,,,,,,,WOS:000267369900008,View Full Record in Web of Science
J,"VONMENDE, N; MCNAMARA, DG",,,,"VONMENDE, N; MCNAMARA, DG",,,BIOLOGY OF THE HOP CYST-NEMATODE HETERODERA-HUMULI .1. LIFE-CYCLE AND SURVIVAL,ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,"In an intensively sampled English hop garden, cysts of Heterodera humuli were found in every sample taken. Most occurred in the top 15 cm of soil, decreasing in number by half with every 15 cm in depth. Numbers of second-stage juveniles fluctuated during the vegetative period in a pattern which indicated that more than one generation, possibly two to three, were produced. The generation time was about 1.5 months. In pot experiments under controlled conditions (20 degrees C; 16 h light/day) the life cycle lasted 40 days. The optimal temperature was 20 degrees C for the development of H. humuli in the roots of its host Humulus lupulus. Most H. humuli juveniles invaded hop roots at 15 degrees C, but egg hatch was greatest at 20 degrees C. In moist soil, second-stage juveniles survived for at least 54 days and thereafter invaded roots and reproduced.",,,,,,,,,,,,,,,,,,,0003-4746,1744-7348,,,,JUN,1995,126,3,,,,,505,516,,,,,,,,,,,,,,,,WOS:A1995TE86200011,View Full Record in Web of Science
J,"Ndehedehe, CE; Awange, JL; Agutu, NO; Okwuashi, O",,,,"Ndehedehe, Christopher E.; Awange, Joseph L.; Agutu, Nathan O.; Okwuashi, Onuwa",,,Changes in hydro-meteorological conditions over tropical West Africa (1980-2015) and links to global climate,GLOBAL AND PLANETARY CHANGE,,,,,,,,,,,,"The role of global sea surface temperature (SST) anomalies in modulating rainfall in the African region has been widely studied and is now less debated. However, their impacts and links to terrestrial water storage (TWS) in general, have not been studied. This study presents the pioneer results of canonical correlation analysis (CCA) of TWS derived from both global reanalysis data (1980-2015) and GRACE (Gravity Recovery and Climate Experiment) (2002-2014) with SST fields. The main issues discussed include, (i) oceanic hot spots that impact on TWS over tropical West Africa (TWA) based on CCA, (ii) long term changes in model and global reanalysis data (soil moisture, TWS, and groundwater) and the influence of climate variability on these hydrological indicators, and (iii) the hydrological characteristics of the Equatorial region of Africa (i.e., the Congo basin) based on GRACE-derived TWS, river discharge, and precipitation. Results of the CCA diagnostics show that El-Nino Southern Oscillation related equatorial Pacific SST fluctuations is a major index of climate variability identified in the main portion of the CCA procedure that indicates a significant association with long term TWS reanalysis data over TWA (r = 0.50, p < 0.05). Based on Mann-Kendall's statistics, the study found fairly large long term declines (p < 0.05) in TWS and soil moisture (1982 - 2015), mostly over the Congo basin, which coincided with warming of the land surface and the surrounding oceans. Meanwhile, some parts of the Sahel show significant wetting (rainfall, soil moisture, groundwater, and TWS) trends during the same period (1982-2015) and aligns with the ongoing narratives of rainfall recovery in the region. Results of singular spectral analysis and regression confirm that multi-annual changes in the Congo River discharge explained a considerable proportion of variability in GRACE-hydrological signal over the Congo basin (r = 0.86 and R-2 = 0.70, p < 0.05). Finally, leading orthogonal modes of MERRA and GRACE-TWS over TWA show significant association with global SST anomalies.",,,,,"Ndehedehe, Christopher E./L-2227-2019","Ndehedehe, Christopher E./0000-0003-1906-9764; Ndehedehe, Christopher/0000-0001-7077-9492; Awange, Joseph/0000-0003-3533-613X",,,,,,,,,,,,,0921-8181,1872-6364,,,,MAR,2018,162,,,,,,321,341,,10.1016/j.gloplacha.2018.01.020,http://dx.doi.org/10.1016/j.gloplacha.2018.01.020,,,,,,,,,,,,,WOS:000427999900023,View Full Record in Web of Science
J,"EWAOBOHO, IO; ABBYKALIO, NJ",,,,"EWAOBOHO, IO; ABBYKALIO, NJ",,,"EFFECTS OF SIMULATED OIL EXPOSURE ON 2 INTERTIDAL MACROZOO BENTHOS - TYMPANOTONUS-FUSCATA (L) AND UCA-TANGERI (EYDOUX, 1935) IN A TROPICAL ESTUARINE ECOSYSTEM",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,,,,,,,,,,,,"The impacts of simulated Nigerian light crude oil on mud flat periwinkles, Tympanotonus fuscata (L.), and fiddler crabs, Uca tangeri (Eydoux, 1935) was examined through field experiments conducted in the Bonny estuary of the Niger Delta (southern Nigeria). The purpose was to assess the fate and effects of a known quantity of the Nigerian light crude oil on this environment. Drastic changes in the densities of T. fuscata and U. tangeri observed immediately after spills was attributed to the effects of the oil. A large increase in Uca biomass occurred in the affected area. Salinity and temperature in the study area showed little fluctuations throughout the survey. Sediment characteristics were similar for all sites (stations). Grain-size analysis revealed that sediments at the study area were 70% silt. Migration of oil via tidal percolation was observed as much as 11 cm beneath the sediment surface. (C) 1994 Academic Press, Inc.",,,,,,,,,,,,,,,,,,,0147-6513,,,,,AUG,1994,28,3,,,,,232,243,,10.1006/eesa.1994.1049,http://dx.doi.org/10.1006/eesa.1994.1049,,,,,,,,7525219,,,,,WOS:A1994PB77300002,View Full Record in Web of Science
J,"Begum, ZN",,,,"Begum, Z. N.",,,Cosmic ray-aerosol-cloud interactions in the atmospheric environment: Theoretical aspects,JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,,,,,,,,,,,,"The microphysical and radiative processes involved in the interaction of cosmic radiation with the aerosol particulates in the atmosphere aggravate the ion-induced formation of aerosol particles that can act as cloud condensation nuclei (CCN). This may in turn affect the cloud droplet distribution and optical properties of clouds and enhance the process of rising global temperature depending upon the microphysical mechanism. Major observational information about the abundance of aerosols in the tropical atmosphere are obtained from the Indian Ocean experiment (INDOEX) field experiments and about the solar activity and solar cycle from the satellite observations. It has been noticed that when solar activity is less, more cosmic rays pass through the atmosphere, which activate the aerosols already present in the tropical atmosphere. The fluctuations in the cosmic rays due to variations in the solar activity can produce significant changes in the atmospheric environment. (C) 2006 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,0022-4073,1879-1352,,,,NOV,2006,102,2,,,,,257,260,,10.1016/j.jqsrt.2006.02.016,http://dx.doi.org/10.1016/j.jqsrt.2006.02.016,,,,,,,,,,,,,WOS:000240641200014,View Full Record in Web of Science
J,"Maggioni, F; Pujo-Pay, M; Aucan, J; Cerrano, C; Calcinai, B; Payri, C; Benzoni, F; Letourneur, Y; Rodolfo-Metalpa, R",,,,"Maggioni, Federica; Pujo-Pay, Mireille; Aucan, Jerome; Cerrano, Carlo; Calcinai, Barbara; Payri, Claude; Benzoni, Francesca; Letourneur, Yves; Rodolfo-Metalpa, Riccardo",,,The Bourake semi-enclosed lagoon (New Caledonia) - a natural laboratory to study the lifelong adaptation of a coral reef ecosystem to extreme environmental conditions,BIOGEOSCIENCES,,,,,,,,,,,,"According to current experimental evidence, coral reefs could disappear within the century if CO2 emissions remain unabated. However, recent discoveries of diverse and high cover reefs that already live under extreme conditions suggest that some corals might thrive well under hot, high-pCO(2), and deoxygenated seawater. Volcanic CO2 vents, semi-enclosed lagoons, and mangrove estuaries are unique study sites where one or more ecologically relevant parameters for life in the oceans are close to or even worse than currently projected for the year 2100. Although they do not perfectly mimic future conditions, these natural laboratories offer unique opportunities to explore the mechanisms that reef species could use to keep pace with climate change. To achieve this, it is essential to characterize their environment as a whole and accurately consider all possible environmental factors that may differ from what is expected in the future, possibly altering the ecosystem response. This study focuses on the semi-enclosed lagoon of Bourake (New Caledonia, southwest Pacific Ocean) where a healthy reef ecosystem thrives in warm, acidified, and deoxygenated water. We used a multi-scale approach to characterize the main physical-chemical parameters and mapped the benthic community composition (i.e., corals, sponges, and macroalgae). The data revealed that most physical and chemical parameters are regulated by the tide, strongly fluctuate three to four times a day, and are entirely predictable. The seawater pH and dissolved oxygen decrease during falling tide and reach extreme low values at low tide (7.2 pH(T) and 1.9 mg O-2 L-1 at Bourake vs. 7.9 pH(T) and 5.5 mg O-2 L(-1 )at reference reefs). Dissolved oxygen, temperature, and pH fluctuate according to the tide by up to 4.91 mg O-2 L-1, 6.50 degrees C, and 0.69 pH(T) units on a single day. Furthermore, the concentration of most of the chemical parameters was 1 to 5 times higher at the Bourake lagoon, particularly for organic and inorganic carbon and nitrogen but also for some nutrients, notably silicates. Surprisingly, despite extreme environmental conditions and altered seawater chemical composition measured at Bourake, our results reveal a diverse and high cover community of macroalgae, sponges, and corals accounting for 28, 11, and 66 species, respectively. Both environmental variability and nutrient imbalance might contribute to their survival under such extreme environmental conditions. We describe the natural dynamics of the Bourake ecosystem and its relevance as a natural laboratory to investigate the benthic organism's adaptive responses to multiple extreme environmental conditions.",,,,,"Benzoni, Francesca/G-1304-2010","Benzoni, Francesca/0000-0001-8906-1309; LETOURNEUR, Yves/0000-0003-3157-1976; Maggioni, Federica/0000-0002-7109-4257",,,,,,,,,,,,,1726-4170,1726-4189,,,,SEP 17,2021,18,18,,,,,5117,5140,,10.5194/bg-18-5117-2021,http://dx.doi.org/10.5194/bg-18-5117-2021,,,,,,,,,,,,,WOS:000697323300001,View Full Record in Web of Science
J,"VANDERMEULEN, H; GORDIN, H",,,,"VANDERMEULEN, H; GORDIN, H",,,AMMONIUM UPTAKE USING ULVA (CHLOROPHYTA) IN INTENSIVE FISHPOND SYSTEMS - MASS-CULTURE AND TREATMENT OF EFFLUENT,JOURNAL OF APPLIED PHYCOLOGY,,,,,,,,,,,,"A vegetative clone of Ulva lactuca L. was selected for mass culture and nutrient uptake experiments with fish pond wastewater. Growth rates of over 55 g dry wt. d-1 per 600 1 (1 m2) tank were obtained. Growth rate was linked to stocking density, tank flushing rates and aeration induced thallus movement. The plants could not survive on the macronutrients provided by a weekly pulse of wastewater. A continuous supply of fish pond wastewater was required to maintain good growth rates. An 'uncoupling' of growth rate and thallus nitrogen content was observed. The plants were able to store nitrogen from a pulsed ammonium supply and allot the nitrogen reserves to new tissue growth. Plants with slower growth rates or a continuous supply of ammonium had higher thallus nitrogen content. Ulva efficiently removed up to 85% of the ammonium from fish pond wastewater in darkness or light independently of temperature fluctuations.",,,,,,,,,,,,,,,,,,,0921-8971,,,,,DEC,1990,2,4,,,,,363,374,,10.1007/BF02180927,http://dx.doi.org/10.1007/BF02180927,,,,,,,,,,,,,WOS:A1990EX19000011,View Full Record in Web of Science
J,"Di Sabatino, A; Boggero, A; Miccoli, FP; Cicolani, B",,,,"Di Sabatino, A; Boggero, A; Miccoli, FP; Cicolani, B",,,"Diversity, distribution and ecology of water mites (Acari : Hydrachnidia and Halacaridae) in high Alpine lakes (Central Alps, Italy)",EXPERIMENTAL AND APPLIED ACAROLOGY,,,,,,,,,,,,"Information on water mite assemblages from high elevation lentic biotopes is scant. A survey of 14 small Alpine lakes located between 1900 and 2400 in a.s.l. in Italy resulted in the discovery of 17 species of Hydrachnidia and a single species of freshwater Halacaridae. Arrenurus conicus and Lebertia tuberosa were the most widespread and abundant species; Lebertia sefvei, Lebertia rufipes, Oxus setosus, Panisus torrenticolus and Sperchon glandulosus were also widely distributed but relatively less abundant. Atractides fissus and Arrenurus conicus are recorded for the first time from Italy. In contrast to mid/low elevation lakes and ponds, water mite assemblages of alpine lakes are less diverse and are composed mainly of rheo- and crenobiontic taxa, most of which are cold-stenothermic. Typical standing water dwellers represented only a small fraction (23%) of the species sampled. A principal component analysis conducted on lake environmental variables resulted in a clear separation of the lakes mainly based on ionic contents, pH and temperature. Water mites seem to be less influenced by these factors than by temperature fluctuations and habitat stability and heterogeneity. We conclude with some considerations of the influence of abiotic and biotic factors on the altitudinal and latitudinal distribution pattern of water mites.",,,,,"Boggero, Angela/F-2950-2016; Di Sabatino, Antonio/AAP-8138-2020","Boggero, Angela/0000-0002-7534-3126; Di Sabatino, Antonio/0000-0001-9871-907X; miccoli, francesco paolo/0000-0001-6748-6437",,,,,,,,,,,,,0168-8162,1572-9702,,,,,2004,34,1-2,,,,,199,210,,10.1023/B:APPA.0000045251.44202.58,http://dx.doi.org/10.1023/B:APPA.0000045251.44202.58,,,,,,,,15597608,,,,,WOS:000229039700013,View Full Record in Web of Science
C,"Scarpa, M; Ruggeri, P; Peron, F; Celebrin, M; De Bei, M",,"Valtere, S; Gusca, J",,"Scarpa, Massimiliano; Ruggeri, Paolo; Peron, Fabio; Celebrin, Mario; De Bei, Massimiliano",,,New measurement procedure for U-value assessment via heat flow meter,"INTERNATIONAL SCIENTIFIC CONFERENCE - ENVIRONMENTAL AND CLIMATE TECHNOLOGIES, CONECT 2016",Energy Procedia,,,,International Scientific Conference on Environmental and Climate Technologies (CONECT),"OCT 12-14, 2016","Riga, LATVIA",,,,,"Methods for building envelope inspection are well known since 70's. However, measurement instruments and software improve, making methods for building envelope inspection susceptible to further improvements. In particular, the present paper deals with building envelope assessments performed via heat flux meters and reports the outcomes of a monitoring campaign verifying a measurement procedure proposed by the authors. Such a procedure is aimed at the improvement of the accuracy and reliability in the on-field measurement of the U-value of building constructions. In detail, the proposed method exploits an experimental device providing controlled local heating aimed at speeding up the measurement process and limiting temperature fluctuations, with possible improvements over the calculation of the final U-value. The advantages and limits of this measurement procedure are explained in this paper, together with possible future improvements. (C) 2017 The Authors. Published by Elsevier Ltd.",,,,,"Scarpa, Massimiliano/ABB-2771-2020; Peron, Fabio/ABI-5144-2020","Peron, Fabio/0000-0001-5409-7897",,,,,,,,,,,,,1876-6102,,,,,,2017,113,,,,,,174,181,,10.1016/j.egypro.2017.04.050,http://dx.doi.org/10.1016/j.egypro.2017.04.050,,,,,,,,,,,,,WOS:000416786300026,View Full Record in Web of Science
J,"Savicka, M; Petjukevics, A; Batjuka, A; Skute, N",,,,"Savicka, Marina; Petjukevics, Aleksandrs; Batjuka, Anna; Skute, Natalja",,,Impact of moderate heat stress on the biochemical and physiological responses of the invasive waterweed Elodea canadensis (Michx. 1803),ARCHIVES OF BIOLOGICAL SCIENCES,,,,,,,,,,,,"Global warming can negatively affect freshwater macrophytes. However, the degree to which freshwater plants can survive after long-term or short-term warming and the underlying molecular mechanisms are not fully understood. The aim of our study was to analyze the responses of an invasive plant to moderate heat stress (HS). Biochemical and physiological stress responses to experimental warming (30 +/- 1.0 degrees C/25 +/- 1.0 degrees C, day/night) were assessed in the invasive waterweed Elodea canadensis. The effect of the moderate HS on the macrophyte was evaluated through changes in the total protein content, catalase activity, lipid peroxidation, cellular membrane permeability by electrolyte leakage and the concentrations of carotenoids and photosynthetic pigments. Catalase activity and carotenoid concentrations increased significantly (p<0.01) in comparison to the control. A significant increase (p<0.05) in malondialdehyde concentration was observed. However, at the same time there was a persistent low level of electrolyte leakage in heat-treated plants as compared to the control. The results demonstrated that moderate HS improved membrane stability and increased the concentration of photosynthetic pigments and antioxidant activity in E. canadensis shoots. Moderate alterations in temperature may favorably affect the physiology and growth of the invasive macrophyte E. canadensis. It is reasonable to expect that warming could lead to a gradual change in E. canadensis distribution and to changes in composition of freshwater ecosystems.",,,,,"Petjukevics, Aleksandrs/AAD-4548-2020","Petjukevics, Aleksandrs/0000-0001-6917-2677; Skute, Natalja/0000-0002-3584-0347",,,,,,,,,,,,,0354-4664,1821-4339,,,,,2018,70,3,,,,,551,557,,10.2298/ABS180119016S,http://dx.doi.org/10.2298/ABS180119016S,,,,,,,,,,,,,WOS:000442207900016,View Full Record in Web of Science
