Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Yu, MH; Ding, GD; Gao, GL; Zhao, YY; Sai, K",,,,"Yu, Minghan; Ding, Guodong; Gao, Guanglei; Zhao, Yuanyuan; Sai, Ke",,,Leaf Temperature Fluctuations of Typical Psammophytic Plants and Their Application to Stomatal Conductance Estimation,FORESTS,,,,,,,,,,,,"Monitoring of stomatal conductance to water vapor in psammophytes is important in studies of vegetation transpiration in sandy areas. Leaf temperature monitoring has the advantages of convenience, reduced damage to the plant without contact, and a larger measurement area. Stomatal conductance to water vapor estimation models, based on leaf temperature, have been proposed in agricultural studies in recent years. However, observations for verification of these models are still lacking, which has limited the application of these models. We performed a drought stress experiment on three typical psammophytes: Artemisia ordosica, Salix psammophila, and Caragana korshinskii. We monitored their leaf temperature and built two leaf temperature-based models to test whether the models could accurately estimate stomatal conductance. Results verified that neither of the two models accurately quantified psammophytes' stomatal conductance in field operations. We further tested the differences among plants and identified that the differences in stomatal mechanism and physical morphology of the leaves drives leaf temperature differences, which affects the accuracy of stomatal conductance estimation using the models. We concluded that more precise measurements of leaf temperature-related parameters, such as wind speed and leaf physical morphology, are needed to improve the models' estimation accuracy. Our study offers references for developing a practical application of stomatal conductance estimation models in field operations.",,,,,"GAO, Guang-Lei/X-7720-2019",,,,,,,,,,,,,,,1999-4907,,,,JUN,2018,9,6,,,,,,,313,10.3390/f9060313,http://dx.doi.org/10.3390/f9060313,,,,,,,,,,,,,WOS:000436277900030,View Full Record in Web of Science
J,"Karamanos, AJ; Papastylianou, PT; Stavrou, J; Avgoulas, C",,,,"Karamanos, A. J.; Papastylianou, P. T.; Stavrou, J.; Avgoulas, C.",,,Effects of Water Shortage and Air Temperature on Seed Yield and Seed Performance of Lucerne (Medicago sativa L.) in a Mediterranean Environment,JOURNAL OF AGRONOMY AND CROP SCIENCE,,,,,,,,,,,,"Seed production and performance of lucerne is characterized by fluctuating yields with often poor seed quality, and is dependent on environmental conditions, genetic characteristics and agronomic techniques applied during seed set, development, maturation and storage. A field experiment was carried out in two successive growing seasons at Kopais (southern Greece) to evaluate the effects of drought stress imposed by three irrigation treatments, and temperature during flowering and seed filling on lucerne seed yield and quality. Plant water status, expressed in terms of the water potential index (WPI), growth in leaf area and dry weight, seed yield and yield components, flowering and seed quality parameters were measured throughout the growing seasons. The adopted irrigation schemes produced a clear differentiation among treatments concerning their plant water status. Seed yield and leaf growth showed close positive correlations with WPI. An irrigation effect was also detected for the number of pods/plant, but not for the average weight of seeds/pod. Less negative values of WPI, and, especially, higher temperatures during flowering were also positively associated with a longer duration of flowering, as well as with higher total numbers of inflorescences. A very good description of the time course of seed germination was performed by fitting the Richards' function to the real data. By examining the germination parameters derived from this function it was found that final germination and germination rate were improved, while germination duration was shortened with more negative values of WPI. The effects of growing season and seeding period were occasionally equally or more important than irrigation effects. These results are also discussed in terms of their practical implications for seed producing lucerne crops.",,,,,,,,,,,,,,,,,,,0931-2250,1439-037X,,,,DEC,2009,195,6,,,,,408,419,,10.1111/j.1439-037X.2009.00380.x,http://dx.doi.org/10.1111/j.1439-037X.2009.00380.x,,,,,,,,,,,,,WOS:000271467700002,View Full Record in Web of Science
J,"Mendes, LF; Vale, LAS; Martins, AP; Yokoya, NS; Marinho-Soriano, E; Colepicolo, P",,,,"Mendes, Luiz Fernando; Vale, Luiz A. S.; Martins, Aline Paternostro; Yokoya, Nair Sumie; Marinho-Soriano, Eliane; Colepicolo, Pio",,,"Influence of temperature, light and nutrients on the growth rates of the macroalga Gracilaria domingensis in synthetic seawater using experimental design",JOURNAL OF APPLIED PHYCOLOGY,,,,,,,,,,,,"In the present study, the daily relative growth rates (DRGR, in percent per day) of the red macroalga Gracilaria domingensis in synthetic seawater was investigated for the combined influence of five factors, i.e., light (L), temperature (T), nitrate (N), phosphate (P), and molybdate (M), using a statistical design method. The ranges of the experimental cultivation conditions were T, 18-26A degrees C; L, 74-162 mu mol photons m(-2) s(-1); N, 40-80 mu mol L-1; P, 8-16 mu mol L-1; and M, 1-5 nmol L-1. The optimal conditions, which resulted in a maximum growth rate of a parts per thousand yen6.4% d(-1) from 7 to 10 days of cultivation, were determined by analysis of variance (ANOVA) multivariate factorial analysis (with a 2(5) full factorial design) to be L, 74 mu mol photons m(-2) s(-1); T, 26A degrees C; N, 80 mu mol L-1; P, 8 mu mol L-1; and M, 1 nmol L-1. In additional, these growth rate values are close to the growth rate values in natural medium (von Stosch medium), i.e., 6.5-7.0% d(-1). The results analyzed by the ANOVA indicate that the factors N and T are highly significant linear terms, X (L), (alpha = 0.05). On the other hand, the only significant quadratic term (X (Q)) was that for L. Statistically significant interactions between two different factors were found between T vs. L and N vs. T. Finally, a two-way (linear/quadratic interaction) model provided a quite reasonable correlation between the experimental and predicted DRGR values (R (adjusted) (2) = 0.9540).",,,,,"Marinho-Soriano, Eliane/E-9870-2016; Fapesp, Biota/F-8655-2017; Martins, Aline/H-7951-2012; Yokoya, Nair S/F-1571-2015; Colepicolo, Pio/C-1349-2013","Marinho-Soriano, Eliane/0000-0001-6736-3795; Fapesp, Biota/0000-0002-9887-8449; Martins, Aline/0000-0003-4847-7580; , Luiz Fernando Mendes/0000-0002-3335-074X",,,,,,,,,,,,,0921-8971,1573-5176,,,,DEC,2012,24,6,,,,,1419,1426,,10.1007/s10811-012-9797-1,http://dx.doi.org/10.1007/s10811-012-9797-1,,,,,,,,,,,,,WOS:000310232900009,View Full Record in Web of Science
J,"Kwon, BO; Kim, HC; Koh, CH; Ryu, J; Son, S; Kim, YH; Khim, JS",,,,"Kwon, Bong-Oh; Kim, Hae-Cheol; Koh, Chul-Hwan; Ryu, Jongseong; Son, SeungHyun; Kim, Yong Hoon; Khim, Jong Seong",,,"Development of temperature-based algorithms for the estimation of microphytobenthic primary production in a tidal flat: A case study in Daebu mudflat, Korea",ENVIRONMENTAL POLLUTION,,,,,,,,,,,,"This study presents the results of field experiments that were designed to investigate the photo physiological characteristics of microphytobenthos (MPB) and to estimate primary production (PP) in Daebu mudflat, which is located at the west coast of Korea. A typical seasonal (or monthly) fluctuation of intertidal MPB PP was found in association with biotic (benthic Chl-a) and/or abiotic parameters (irradiance and temperature) over a period of three years. From a series of field -laboratory experiments using the oxygen micro -profiling method (totaling 28 surveys), three consistent phenomena were observed: 1) winter to early spring algal blooms, 2) seasonal changes in Q(10), and 3) temperature dependent MPB photosynthesis-irradiance (P-I). In particular, both the chlorophyll-specific maximum photosynthetic capacity (P-ma(b).) and the saturated light intensity (I-k), derived from 126 P-I curves (1870 data sets of oxygen micro-profiling in the sediment), were significantly correlated with sediment temperature (p < 0.01). To develop an empirical MPB PP model, the relationships between P-I parameters and environmental variables were parameterized following established exponential forms (e.g., Q(10)). It was possible to estimate the MPB PP in Daebu mudflat area by using easily accessible explanatory factor, suitable to be used for future explorations of parameters such as sediment temperature, irradiance, chlorophyll concentration, and tidal height. The estimated annual MPB PP based on the empirical PP model were found to be greater than that in the Wadden Sea and average annual PP in the temperate zones of the world. Authors believe that the present approach of the MPB PP estimation could be combined with remote-sensing techniques (e.g., satellites) to support coastal ecosystem management. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,"Khim, Jong Seong/AAD-3054-2020","Khim, Jong Seong/0000-0001-7977-0929; Kwon, Bong-Oh/0000-0002-1057-437X",,,,,,,,,,,,,0269-7491,1873-6424,,,,OCT,2018,241,,,,,,115,123,,10.1016/j.envpol.2018.05.032,http://dx.doi.org/10.1016/j.envpol.2018.05.032,,,,,,,,29803025,,,,,WOS:000440390800013,View Full Record in Web of Science
J,"Cabrerizo, MJ; Maranon, E; Fernandez-Gonzalez, C; Alonso-Nunez, A; Larsson, H; Aranguren-Gassis, M",,,,"Cabrerizo, Marco J.; Maranon, Emilio; Fernandez-Gonzalez, Cristina; Alonso-Nunez, Adrian; Larsson, Henrik; Aranguren-Gassis, Maria",,,Temperature Fluctuation Attenuates the Effects of Warming in Estuarine Microbial Plankton Communities,FRONTIERS IN MARINE SCIENCE,,,,,,,,,,,,"Sea surface warming has the potential to alter the diversity, trophic organization and productivity of marine communities. However, it is unknown if temperature fluctuations that ecosystems naturally experience can alter the predicted impacts of warming. We address this uncertainty by exposing a natural marine plankton community to warming conditions (+3?C) under a constant vs. fluctuating (?3?C) temperature regime using an experimental mesocosm approach. We evaluated changes in stoichiometry, biomass, nutrient uptake, taxonomic composition, species richness and diversity, photosynthetic performance, and community metabolic balance. Overall, warming had a stronger impact than fluctuating temperature on all biological organization levels considered. As the ecological succession progressed toward post-bloom, the effects of warming on phytoplankton biomass, species richness, and net community productivity intensified, likely due to a stimulated microzooplankton grazing, and the community metabolic balance shifted toward a CO2 source. However, fluctuating temperatures reduced the negative effects of warming on photosynthetic performance and net community productivity by 40%. Our results demonstrate that temperature fluctuations may temper the negative effect of warming on marine net productivity. These findings highlight the need to consider short-term thermal fluctuations in experimental and modeling approaches because the use of constant warming conditions could lead to an overestimation of the real magnitude of climate change impacts on marine ecosystems.",,,,,"Cabrerizo, Marco J./O-4677-2019","Cabrerizo, Marco J./0000-0001-5576-6095; Fernandez-Gonzalez, Cristina/0000-0001-5197-5519; Alonso-Nunez, Adrian/0000-0002-3488-9173",,,,,,,,,,,,,,2296-7745,,,,APR 9,2021,8,,,,,,,,,10.3389/fmars.2021.656282,http://dx.doi.org/10.3389/fmars.2021.656282,,,,,,,,,,,,,WOS:000640437800001,View Full Record in Web of Science
J,"Ocheja, OB; Ayo, JO; Aluwong, T; Minka, NS",,,,"Ocheja, Ohiemi Benjamin; Ayo, Joseph Olusegun; Aluwong, Tagang; Minka, Ndazo Salka",,,Effects of L-glutamine on rectal temperature and some markers of oxidative stress in Red Sokoto goats during the hot-dry season,TROPICAL ANIMAL HEALTH AND PRODUCTION,,,,,,,,,,,,"The experiment investigated the ameliorative effects of l-glutamine administration on rectal temperature (RT), erythrocyte osmotic fragility (EOF), serum antioxidant enzyme activities and malondialdehyde (MDA) concentration in Red Sokoto goats during the hot-dry season. Twenty eight healthy Red Sokoto goats, comprising 14 experimental (administered 0.2 g/kg of l-glutamine dissolved in 10 mL of distilled water, once daily for 21 days) and 14 control (administered equivalent of distilled water) goats served as subjects. Rectal temperature (measured at 6:00, 13:00 and 18:00 h) and blood samples (taken at 8:00 h) were obtained from all subjects weekly, before, during and after l-glutamine administration. Data obtained were compared using one-way repeated-measures ANOVA, followed by Tukey's post-hoc test. The dry-bulb temperature, relative humidity and temperature-humidity index for the study period ranged between 24.0 and 37.5 A degrees C, 26.0 and 84.0% and 73.0 and 86.3, respectively. l-glutamine administration decreased (P < 0.05) RT, EOF and MDA and increased superoxide dismutase (SOD) activity in experimental group, compared to controls during weeks 1, 2 and 3. Glutathione peroxidase (GPx) and catalase activities were higher (P < 0.05) in the experimental group than in the controls only during week 1 of l-glutamine administration. In conclusion, l-glutamine administration mitigated increases in RT, EOF and serum MDA concentration and enhanced serum SOD, GPx and catalase activities and may be beneficial in heat-stressed goats during the hot-dry season.",,,,,"Tagang, Aluwong/ABC-9678-2020",,,,,,,,,,,,,,0049-4747,1573-7438,,,,AUG,2017,49,6,,,,,1273,1280,,10.1007/s11250-017-1325-5,http://dx.doi.org/10.1007/s11250-017-1325-5,,,,,,,,28608307,,,,,WOS:000406217300023,View Full Record in Web of Science
J,"HANSON, HM",,,,"HANSON, HM",,,A FLEXIBLE TEMPERATURE AND ENVIRONMENTAL CONTROLLER,PROGRESSIVE FISH-CULTURIST,,,,,,,,,,,,A means to stabilize ambient system conditions through use of a low-cost (US$ 1 00 in this study) electrical controller is presented. The controller is suitable for both temperature and other electrical control such as lighting and circulation pumps. Implementation requires only a dedicated controller-computer and choice of appropriate electrical relays and various sensors. Temperature fluctuations of less than 0.3-degrees-C have been established over any 15-degrees interval in the range of 2 to 38-degrees-C. Application has been in the experimental laboratory initially but the system can be used to rear fishes or other organisms in larger containers such as stock tanks.,,,,,,,,,,,,,,,,,,,0033-0779,,,,,APR,1992,54,2,,,,,130,131,,10.1577/1548-8640(1992)054<0130:AFTAEC>2.3.CO;2,http://dx.doi.org/10.1577/1548-8640(1992)054<0130:AFTAEC>2.3.CO;2,,,,,,,,,,,,,WOS:A1992JD75200016,View Full Record in Web of Science
J,"MCDEVITT, RM; SPEAKMAN, JR",,,,"MCDEVITT, RM; SPEAKMAN, JR",,,LIMITS TO SUSTAINABLE METABOLIC-RATE DURING TRANSIENT EXPOSURE TO LOW-TEMPERATURES IN SHORT-TAILED FIELD VOLES (MICROTUS-AGRESTIS),PHYSIOLOGICAL ZOOLOGY,,,,,,,,,,,,"We exposed short-tailed field voles, Microtus agrestis, to transient decreases in ambient temperature to evaluate the limits of their sustainable metabolic rates. We predicted that voles exposed to transient low temperatures would elevate their food intake until they reached some alimentary limit and thereafter they would withdraw reserves. During short-term (24-h) exposure to temperatures below the lower critical temperature (25 degrees C) daily food intake actually decreased significantly to a minimum of 1.51 +/- 0.41 g at 10 degrees C but was greater at 5 degrees and -5 degrees C. Weight loss (g) increased significantly with decreasing temperature; however at -5 degrees C vole mass increased. During more prolonged exposure for 4 d, food intake increased significantly with the duration of cold exposure (5 degrees and 15 degrees C) to a maximum on days 3 and 4. In a separate experiment voles were randomly exposed for 3-d intervals to a range of temperatures from 20 degrees to 5 degrees C and were returned to 25 degrees C for 3 d between exposures. Both food intake and weight loss increased significantly with decreasing temperature; voles gained mass at 20 degrees and 25 degrees C. There was 40% mortality in voles exposed to -5 degrees C for 24 h (n = 10). When voles were exposed to 5 degrees C for 6 d before they were exposed to -5 degrees C, there was zero mortality at -5 degrees C for 12 d (n = 6). The basal metabolism (BMR) of voles before transient cold exposure, 1.71 +/- 0.41 mL . min(-1), was not significantly different from that of the same voles after transient cold exposure (2.17 +/- 0.71 mL . min(-1)). Maximum food intake at 5 degrees C (5.67 +/- 1.45 g . d(-1)) represented 1.7 times BMR, which is considerably lower than the limit on alimentary uptake of seven times BMR previously suggested. Our results suggest that the voles were using a strategy of energy minimization during transient cold exposure that combined increased energy intake with body reserve utilization. However, the duration of cold exposure had a profound effect on this strategy. The mortality data in this species at low temperatures combined with levels of food intake relative to BMR suggest that sustainable metabolic rate is not limited by constraints imposed centrally by the alimentary system but rather by constraints at the sites of energy utilization.",,,,,"Speakman, John R./A-9494-2008","Speakman, John R./0000-0002-2457-1823",,,,,,,,,,,,,0031-935X,,,,,SEP-OCT,1994,67,5,,,,,1103,1116,,10.1086/physzool.67.5.30163884,http://dx.doi.org/10.1086/physzool.67.5.30163884,,,,,,,,,,,,,WOS:A1994PR10700004,View Full Record in Web of Science
J,"Burruss, ND; Peters, DPC; Huang, HT; Yao, J",,,,"Burruss, N. Dylan; Peters, Debra P. C.; Huang, Haitao; Yao, Jin",,,Simulated distribution of Eragrostis lehmanniana (Lehmann lovegrass): Soil-climate interactions complicate predictions,ECOSPHERE,,,,,,,,,,,,"The invasive perennial grass Eragrostis lehmanniana has expanded rapidly throughout the Sonoran Desert (SD) while remaining sparse and patchily distributed in the neighboring Chihuahuan Desert (CD). As temperatures and patterns in precipitation change, identifying the drivers limiting spread in the CD is needed. Our objectives were (1) to identify the climatic and edaphic factors limiting recruitment of E. lehmanniana throughout the CD and (2) to predict the edaphic and climatic locations in the CD where this species is expected to have higher probabilities of recruitment under future climatic conditions. Recruitment was simulated at 57 locations throughout the CD with a daily, multilayer soil water model (SOILWAT) that was parameterized and tested to develop recruitment parameters for E. lehmanniana using long-term data from research stations in the SD and CD. Logistic regression was used to predict recruitment across the CD using climate and soil factors to create a map of simulated recruitment under current and alternative climate scenarios. Simulated recruitment under current climate was low for most of the CD. However, localized areas with high probabilities (>0.8) occurred along the western transition between the CD and the SD, and in the southern extent of the CD. In general, the CD climate is too cool and dry for rapid and widespread invasion. However, increases to temperature and precipitation are likely to increase recruitment success. Interactions among soil, temperature, and precipitation were important to increases in recruitment of E. lehmanniana and are expected to lead to heterogeneous increases in abundance as climate continues to change. This patchy increase in abundance will result in changes in its geographic distribution that will make predictions in the future challenging.",,,,,,,,,,,,,,,,,,,2150-8925,,,,,MAR,2022,13,3,,,,,,,e3974,10.1002/ecs2.3974,http://dx.doi.org/10.1002/ecs2.3974,,,,,,,,,,,,,WOS:000776290300035,View Full Record in Web of Science
J,"Zhang, S; Hu, HB; Jia, XD; Wang, X; Chen, JY; Cheng, C; Jia, XC; Wu, ZM; Zhu, L",,,,"Zhang, Shuai; Hu, Haibo; Jia, Xiangdong; Wang, Xia; Chen, Jianyu; Cheng, Can; Jia, Xichuan; Wu, Zhaoming; Zhu, Li",,,How Biochar Derived from Pond Cypress (Taxodium Ascendens) Evolved with Pyrolysis Temperature and Time and Their End Efficacy Evaluation,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,,,,,,,,,,,"Biomass type, pyrolysis temperature, and duration can affect biochar properties simultaneously. To further clarify the mechanism of this interaction, the branch and leaf parts of Pond cypress (Taxodium ascendens) were separately pyrolyzed at four peak temperatures (350 degrees C, 450 degrees C, 650 degrees C, and 750 degrees C) for three different durations (0.5 h, 1 h, and 2 h) in this study. The resulting biochar properties were measured, which included the yield, specific surface area (SSA), pH, EC (electricity conductivity), the bulk and surface elemental composition, and the contents of moisture, ash, fixed carbon, and volatile matter. The results showed that the pyrolysis temperature was more determinant for the modification of all biochar, but the residence time had a significant effect on the yield, pH, and SSA of branch-based biochar (B-biochar) at specific temperatures. However, such a phenomenon only happened on the pH of leaf-based biochar (L-biochar). Results: (1) With the temperature at 350 and 650 degrees C, the residence time had a significant effect on the yield of B-biochar. (2) The pH of B-biochar and L-biochar varied considerably between durations when the heating temperature hit 650 and 750 degrees C. (3) The SSA of B-biochar possessed an obvious fluctuation with the time during the pyrolysis from 650 to 750 degrees C. According to the properties measured above, the principal component and the cluster analysis classified the 24 types of biochar made in this experiment into four groups and revealed that an obvious disparity existed between B-biochar and L-biochar that were pyrolyzed at temperatures ranging from 450 to 750 degrees C, which suggested that biomass type was the primary factor for biochar-making. All this information can provide valuable references for the optimization of biochar-making in the real world.",,,,,,,,,,,,,,,,,,,,1660-4601,,,,SEP,2022,19,18,,,,,,,11205,10.3390/ijerph191811205,http://dx.doi.org/10.3390/ijerph191811205,,,,,,,,36141474,,,,,WOS:000856396100001,View Full Record in Web of Science
J,"Schaefer, EN; Harris, JO; Howarth, GS; Bansemer, MS; Stone, DAJ",,,,"Schaefer, E. N.; Harris, J. O.; Howarth, G. S.; Bansemer, M. S.; Stone, D. A. J.",,,"COMPARATIVE HISTOLOGICAL CHANGES IN THE GREENLIP ABALONE HALIOTIS LAEVIGATA GASTROINTESTINAL TRACT IN RESPONSE TO WATER TEMPERATURE, DIFFERENT DIETARY PROTEIN LEVELS, AND ANIMAL AGE",JOURNAL OF SHELLFISH RESEARCH,,,,,,,,,,,,"The land-based culture of greenlip abalone Haliotis laevigata in southeastern Australia is carried out using seawater that is prone to seasonal temperature fluctuations and is done almost exclusively using artificial feeds. Although some nutrition research has been done to identify the optimum dietary protein level, typically farms use only 1 diet for grow-out after the juveniles are weaned. Little consideration has been given to the effects of fluctuating water temperatures and dietary protein levels on the morphology of the gastrointestinal tract (GIT) of abalone. Because these factors are known to impact growth in other aquatic species, it is important that they are investigated further to improve growth in abalone species. In this study, the histological changes of the GIT of greenlip abalone in response to 2 water temperatures and 4 dietary levels of crude protein (juvenile, 27% and 36%; subadult, 24% and 33%) for juveniles (1.75 g) and subadults (22.93 g) were investigated. The epithelial thickness of the stomach and crop; intestinal villus height, width, and area; lamina propria height; and stomach, crop, and intestinal neutral and acidic goblet cell numbers were measured. The stomach epithelium was significantly thicker at 14 degrees C than 22 degrees C in both juveniles and subadults, whereas the crop epithelium was significantly thicker at 22 degrees C than 14 degrees C in juveniles. The crop epithelial thickness of subadults was reduced by increasing dietary protein; however, juveniles did not show the same response. Juvenile abalone were more sensitive to temperature fluctuations than subadults, whereas significant effects of dietary protein levels were only observed in subadults. The alterations in the morphology of the GIT did not appear to be detrimental to the health and growth of the abalone. Further research is required to investigate the interactive effects of water temperature and dietary ingredients, particularly in regard to antinutritional factors, on the morphology and function of the GIT to improve our understanding of abalone physiology.",,,,,"Howarth, Gordon/AAM-8699-2020; Harris, James/C-8653-2009","Howarth, Gordon/0000-0001-6979-6084; Harris, James/0000-0002-0997-3015",,,,,,,,,,,,,0730-8000,1943-6319,,,,APR,2013,32,1,,,,,131,141,,10.2983/035.032.0119,http://dx.doi.org/10.2983/035.032.0119,,,,,,,,,,,,,WOS:000331514500019,View Full Record in Web of Science
J,"Fernandez-Pascual, E; Seal, CE; Pritchard, HW",,,,"Fernandez-Pascual, Eduardo; Seal, Charlotte E.; Pritchard, Hugh W.",,,Simulating the germination response to diurnally alternating temperatures under climate change scenarios: comparative studies on Carex diandra seeds,ANNALS OF BOTANY,,,,,,,,,,,,"Background and Aims Environmental temperature regulates plant regeneration via seed in several superimposed ways, and this complex regulation will be disrupted by climate change. The role of diurnally alternating temperatures (Delta T) in terminating dormancy will be a major factor in this disruption, as its effects on seed germination are immediate. Methods The effect of Delta T on seed germination was modelled using two populations of the wetland sedge Carex diandra, one from a montane site and one from a subalpine site. A cardinal-temperature model was fitted to germination results obtained from a thermal gradient plate, and the model was used to simulate changes in germination under two possible future climate scenarios (RCP2.6 and RCP8.5, for representative concentration pathways) as defined by the Intergovernmental Panel on Climate Change. Key Results Scenario RCP2.6 projected moderate increases in average temperatures and Delta T, whereas RCP8.5 projected greater warming and higher Delta T. Increasing Delta T decreased the base temperature for seed germination and the thermal time required for germination. The effect of higher Delta T together with the higher temperatures increased germination under both climate scenarios. Conclusions Carex diandra germination is highly responsive to potential changes in Delta T, and thus this study highlights the role of Delta T in seed responses to climate change. Comprehensive cardinal-temperature models, encompassing the different effects of temperature on seed germination, are needed to understand how climate change will affect plant regeneration.",,,,,"Fernández-Pascual, Eduardo/AAQ-6315-2020; Fernández-Pascual, Eduardo/A-4387-2013; Seal, Charlotte/E-5495-2017","Fernández-Pascual, Eduardo/0000-0002-4743-9577; Fernández-Pascual, Eduardo/0000-0002-4743-9577; Seal, Charlotte/0000-0002-9329-9325",,,,,,,,,,,,,0305-7364,1095-8290,,,,FEB,2015,115,2,,,,,201,209,,10.1093/aob/mcu234,http://dx.doi.org/10.1093/aob/mcu234,,,,,,,,25564469,,,,,WOS:000349561700004,View Full Record in Web of Science
J,"De, K; Kumar, D; Singh, AK; Sahoo, A; Naqvi, SMK",,,,"De, Kalyan; Kumar, Davendra; Singh, Anoop Kumar; Sahoo, Artabandhu; Naqvi, Syed Mohammed Khursheed",,,Effect of altered ambient temperature through shelter modifications on physiological indicators of Malpura lambs reared in semi-arid region during winter,JOURNAL OF THERMAL BIOLOGY,,,,,,,,,,,,"Microclimatic factors are of crucial aspect for the welfare of animals. Therefore, a study was conducted to assess the effect of altered ambient temperature through shelter modifications on physiological indicators of Malpura lambs reared in the semi -arid region during winter. Twenty-one Malpura lambs of 3-5 week age and average body weight 9.97 0.51 kg were used in the present study. The lambs were divided into three groups (eg. Gl, G2, and G3) and were kept in the different microenvironment by manipulation of shelter design. The G1 lambs were maintained at lower minimum temperature (8.59 0.71 C) in asbestos roofed shed, while G2 lambs were maintained at higher minimum temperature (14.59 0.54 C) in local handmade bamboo dome structure, and G3 lambs were kept at a medium minimum temperature (11.84 0.64 C) in thermocol insulated roofed shed from evening 18:30 h to morning 07:00 h. The study was carried out for one month between January and February. The parameters studied were physiological response (respiration rate, pulse rate, rectal temperature), skin temperature, blood metabolites and endocrine profile. The data were analyzed by general linear models. Higher average daily weight gain was recorded in the lambs kept in higher minimum temperature groups (20.54% higher in G2 and 24.68% higher in G3) as compared to G1 lambs. Microenvironment manipulation had no significant (P > 0.05) effect on most of the physiological response and skin temperature except morning respiration rate within low -temperature range. The present study reveals that Hb, PCV, T3, and cortisol level were significantly (P < 0.05) influenced by microenvironment manipulation. The results of the study indicated that altered ambient temperature through altered shelter design of housing for raising of lambs in the semi-arid tropical region may support animal welfare during chilling nights of the winter.",,,,,"De, Kalyan/AAH-7345-2021; Sahoo, Artabandhu/AAK-1834-2020","Sahoo, Artabandhu/0000-0002-6758-6929; De, Kalyan/0000-0002-7572-5407",,,,,,,,,,,,,0306-4565,,,,,FEB,2018,72,,,,,,161,167,,10.1016/j.jtherbio.2018.02.003,http://dx.doi.org/10.1016/j.jtherbio.2018.02.003,,,,,,,,29496010,,,,,WOS:000428605800020,View Full Record in Web of Science
J,"Iltis, C; Loudare, P; Pecharova, K; Thiery, D; Zito, S; Bois, B; Moreau, J",,,,"Iltis, Corentin; Loudare, Philippe; Pecharova, Karolina; Thiery, Denis; Zito, Sebastien; Bois, Benjamin; Moreau, Jerome",,,Are life-history traits equally affected by global warming? A case study combining a multi-trait approach with fine-grain climate modeling,JOURNAL OF INSECT PHYSIOLOGY,,,,,,,,,,,,"Predicting species responses to climate change requires tracking the variation in individual performance following exposure to warming conditions. One ecologically relevant approach consists of examining the thermal responses of a large number of traits, both related with population dynamics and trophic interactions (i.e. a multi-trait approach). Based on in situ climatic data and projections from climate models, we here designed two daily fluctuating thermal regimes realistically reflecting current and future conditions in Eastern France. These models detected an increase in mean temperature and in the range of daily thermal fluctuations as two local facets of global warming likely to occur in our study area by the end of this century. We then examined the responses of several fitness-related traits in caterpillars of the moth Lobesia botrana - including development, pupal mass, survival rates, energetic reserves, behavioral and immune traits expressed against parasitoids - to this experimental imitation of global warming. Increasing temperatures positively affected development (leading to a 31% reduction in the time needed to complete larval stage), survival rates (+19%), and movement speed as a surrogate for larval escape ability to natural enemies ( + 60%). Conversely, warming elicited detrimental effects on lipid reserves ( - 26%) and immunity (total phenoloxidase activity: - 34%). These findings confirm that traits should differ in their sensitivity to global warming, underlying complex consequences for population dynamics and trophic interactions. Our study strengthens the importance of combining a multi-trait approach with the use of realistic fluctuating regimes to forecast the consequences of global warming for individuals, species and species assemblages.",,,,,,"Bois, Benjamin/0000-0001-7114-2071",,,,,,,,,,,,,0022-1910,1879-1611,,,,AUG-SEP,2019,117,,,,,,,,103916,10.1016/j.jinsphys.2019.103916,http://dx.doi.org/10.1016/j.jinsphys.2019.103916,,,,,,,,31344391,,,,,WOS:000484877300027,View Full Record in Web of Science
